이름,주소,주소2,위도,경도,구분
렛츠런파크,제주특별자치도 제주시 애월읍 평화로 2144,애월읍 유수암리,33.4098413045129,126.393124328757,43
렛츠런팜양귀비꽃,제주특별자치도 제주시 조천읍 남조로 1649-48,조천읍 교래리,33.410330333335,126.675893703064,13
렛츠런팜양귀비꽃,제주특별자치도 제주시 조천읍 남조로 1649-48,조천읍 교래리,33.410330333335,126.675893703064,22
렛츠런팜양귀비꽃,제주특별자치도 제주시 조천읍 남조로 1649-48,조천읍 교래리,33.410330333335,126.675893703064,32
렛츠런팜양귀비꽃,제주특별자치도 제주시 조천읍 남조로 1649-48,조천읍 교래리,33.410330333335,126.675893703064,43
렛츠런팜제주,제주특별자치도 제주시 조천읍 남조로 1660,조천읍 교래리,33.418944361171,126.681160939844,32
로로요가,제주특별자치도 제주시 구좌읍 김녕로17길 33-1 (김녕리),구좌읍 김녕리,33.5582537895948,126.75398384905,22
로빙화,제주특별자치도 서귀포시 남원읍 남태해안로 13,남원읍 남원리,33.2751185756874,126.709259627731,31
루나폴,제주특별자치도 서귀포시 안덕면 일주서로 1836 루나폴,안덕면 덕수리,33.2541297973366,126.32228743307,52
루씨쏜아뜰리에,제주특별자치도 서귀포시 보목로64번길 138 (보목동) 보목로 64번길 138 1층,보목동,33.2412875785041,126.593033796075,11
르카페하도,제주특별자치도 제주시 구좌읍 해맞이해안로 2030-8,구좌읍 종달리,33.5090742304835,126.899587749224,31
르카페하도,제주특별자치도 제주시 구좌읍 해맞이해안로 2030-8,구좌읍 종달리,33.5090742304835,126.899587749224,51
리빙스톤펜션,제주특별자치도 서귀포시 법환로58번길 37,법환동,33.2418395753588,126.510201005436,12
리치망고,제주특별자치도 제주시 애월읍 애월해안로 272,애월읍 고내리,33.4685292780823,126.340190598564,31
리틀화이트,제주특별자치도 서귀포시 예래해안로 179-19,하예동,33.235995135856,126.383428152126,12
리틀화이트,제주특별자치도 서귀포시 예래해안로 179-19,하예동,33.235995135856,126.383428152126,21
리틀화이트,제주특별자치도 서귀포시 예래해안로 179-19,하예동,33.235995135856,126.383428152126,45
리틀화이트,제주특별자치도 서귀포시 예래해안로 179-19,하예동,33.235995135856,126.383428152126,51
마녀의언덕,제주특별자치도 서귀포시 예래해안로 205,하예동,33.2340284062731,126.38446150444,31
마녀의언덕펜션,제주특별자치도 서귀포시 예래해안로 207,하예동,33.2342025159359,126.38440814292,12
마노르블랑,서귀포시 안덕면 일주서로2100번길 46,안덕면 덕수리,33.2548236387556,126.294986562216,31
마라도섬투어,제주특별자치도 서귀포시 대정읍 마라로 65,대정읍 가파리,33.118035844319,126.266318847137,21
마라도(마라해양도립공원),제주특별자치도 서귀포시 대정읍 마라로101번길 46,대정읍 가파리,33.1186178022129,126.267092741572,22
마라도기원정사,제주특별자치도 서귀포시 대정읍 마라로 87,대정읍 가파리,33.116079973932,126.266677213973,52
마라도등대,제주특별자치도 서귀포시 대정읍 가파리 642,대정읍 가파리,33.1170555316969,126.269485375902,21
마라도성당,제주특별자치도 서귀포시 대정읍 마라로 153,대정읍 가파리,33.1157455803173,126.269121008422,22
마레카펜션,제주특별자치도 제주시 한림읍 금능1길 26,한림읍 금능리,33.3881274213932,126.224886757258,12
마방목지,제주특별자치도 제주시 516로 2480,용강동,33.4276387291002,126.603594630682,21
마방목지,제주특별자치도 제주시 516로 2480,용강동,33.4276387291002,126.603594630682,52
마복이오름,제주특별자치도 서귀포시 안덕면 상천리 산 83,안덕면 상천리,33.3195212481565,126.391192432868,11
마오름(한경),제주특별자치도 제주시 한경면 저지리 산 56,한경면 저지리,33.3380749000252,126.243716116263,11
마원,제주특별자치도 제주시 조천읍 선흘리 2107-2,조천읍 선흘리,33.4907350762947,126.700241493348,43
마음에온,제주특별자치도 제주시 칠성로길 29-1,일도일동,33.5145793833966,126.525962848972,51
마이애미함독카페,제주특별자치도 제주시 조천읍 남조로 3069,조천읍 조천리,33.5331406300706,126.642413657357,45
마흐니숲길,제주특별자치도 서귀포시 남원읍 남조로 973,남원읍 수망리,33.3591180489091,126.692052896352,22
막숙,제주특별자치도 서귀포시 막숙포로37번길 2,법환동,33.2378661939026,126.515729529982,22
만벵듸공동장지,제주특별자치도 제주시 한림읍 갯거리오름길 112,한림읍 금악리,33.3721357859986,126.295542251252,52
만복흑돼지,제주특별자치도 서귀포시 안덕면 산방로 55,안덕면 화순리,33.2432505385043,126.326769108902,31
만장굴,제주특별자치도 제주시 구좌읍 만장굴길 182,구좌읍 월정리,33.5283774190136,126.771615754394,21
말이,제주특별자치도 제주시 구좌읍 세화1길 40,구좌읍 세화리,33.5266558354228,126.855552277946,31
말이,제주특별자치도 제주시 구좌읍 세화1길 40,구좌읍 세화리,33.5266558354228,126.855552277946,51
맛있는철학자(태반의땅제주),제주특별자치도 서귀포시 토평로50번길 31,토평동,33.2675495774921,126.59031959527,22
맛있는철학자(태반의땅제주),제주특별자치도 서귀포시 토평로50번길 31,토평동,33.2675495774921,126.59031959527,41
망장포,제주특별자치도 서귀포시 남원읍 하례망장포로 65-13,남원읍 하례리,33.25975689827,126.6395296858,13
망장포,제주특별자치도 서귀포시 남원읍 하례망장포로 65-13,남원읍 하례리,33.25975689827,126.6395296858,22
매오름,제주특별자치도 서귀포시 표선면 표선리 산 2,표선면 표선리,33.3184736816392,126.813882760734,22
맬튼개갯담,제주특별자치도 제주시 구좌읍 구좌로 142,구좌읍 하도리,33.5207482180534,126.865587019925,22
머체왓숲길,제주특별자치도 서귀포시 남원읍 서성로 755,남원읍 한남리,33.3305225860707,126.673899820322,11
머체왓숲길,제주특별자치도 서귀포시 남원읍 서성로 755,남원읍 한남리,33.3305225860707,126.673899820322,23
멍더랜드,제주특별자치도 제주시 월광로 147,노형동,33.4921394187444,126.473423730892,45
멍멍플레이스,제주특별자치도 제주시 애월읍 소길남길 244-5,애월읍 소길리,33.4162696284449,126.379461132594,31
메리앤폴,제주시 한림읍 일주서로 5872,한림읍 귀덕리,33.443453163872,126.293516116751,31
메이즈랜드,제주특별자치도 제주시 구좌읍 비자림로 2134-47,구좌읍 평대리,33.4891471622224,126.801223039785,21
메이즈랜드,제주특별자치도 제주시 구좌읍 비자림로 2134-47,구좌읍 평대리,33.4891471622224,126.801223039785,32
명리동식당구좌직영점,제주특별자치도 제주시 구좌읍 일주동로 3010-17,구좌읍 평대리,33.5274794236088,126.843296849284,31
명리동식당구좌직영점,제주특별자치도 제주시 구좌읍 일주동로 3010-17,구좌읍 평대리,33.5274794236088,126.843296849284,51
명상가의집,제주특별자치도 제주시 조천읍 중산간동로 1513,조천읍 선흘리,33.4940920396572,126.716105430369,12
명월국민학교,제주특별자치도 제주시 한림읍 명월로 48,한림읍 명월리,33.3889031451126,126.264848690587,31
명월성지,제주특별자치도 제주시 한림읍 명월리 2236,한림읍 명월리,33.4007557543412,126.260393912915,52
명월팽나무군락,제주특별자치도 제주시 한림읍 명월로 71,한림읍 명월리,33.3870002233238,126.266642965736,52
모구리오름,제주특별자치도 서귀포시 성산읍 서성일로 260,성산읍 난산리,33.4066281682593,126.822158983854,11
모라이,제주특별자치도 서귀포시 산록남로 (색달동),색달동 ,33.290605588942,126.460841656834,11
모몽더티하우스,제주특별자치도 제주시 한경면 신한로 10,한경면 신창리,33.3497613432456,126.184051499069,31
모몽더티하우스,제주특별자치도 제주시 한경면 신한로 10,한경면 신창리,33.3497613432456,126.184051499069,51
모비딕다이브,제주특별자치도 서귀포시 남성중로121번길 12,서홍동,33.2427638447393,126.555503409673,43
모슬봉(모슬개오름),제주특별자치도 서귀포시 대정읍 상모리 3540-2,대정읍 상모리,33.2387401367636,126.258657261788,12
모슬봉(모슬개오름),제주특별자치도 서귀포시 대정읍 상모리 3540-2,대정읍 상모리,33.2387401367636,126.258657261788,22
모슬포항,제주특별자치도 서귀포시 대정읍 신영로36번길 48,대정읍 하모리,33.2190593080686,126.24841489851,23
모슬포항,제주특별자치도 서귀포시 대정읍 신영로36번길 48,대정읍 하모리,33.2190593080686,126.24841489851,42
모지오름,제주특별자치도 서귀포시 표선면 성읍리 산 22,표선면 성읍리,33.3963983819816,126.771767130403,22
모진이몽돌해변,제주특별자치도 제주시 추자면 신양리 56,추자면 신양리,33.9461033806051,126.333931047811,21
목시물굴,제주특별자치도 제주시 조천읍 선흘리 산26번지 일대,조천읍 선흘리,33.5106592430063,126.720803599357,52
목장카페드르쿰다,제주특별자치도 서귀포시 표선면 번영로 2454,표선면 성읍리,33.4087931689036,126.769865986572,21
목장카페드르쿰다,제주특별자치도 서귀포시 표선면 번영로 2454,표선면 성읍리,33.4087931689036,126.769865986572,32
목장카페밭디,제주특별자치도 서귀포시 표선면 번영로 2486,표선면 성읍리,33.4079000385513,126.772216303046,33
몽story,제주특별자치도 제주시 애월읍 하귀9길 34,애월읍 하귀1리,33.4840122612377,126.416045297733,45
몽몽까까,제주특별자치도 제주시 도남로 189,아라일동,33.4856878459937,126.534473948203,12
몽몽까까,제주특별자치도 제주시 도남로 189,아라일동,33.4856878459937,126.534473948203,21
몽몽까까,제주특별자치도 제주시 도남로 189,아라일동,33.4856878459937,126.534473948203,45
몽몽까까,제주특별자치도 제주시 도남로 189,아라일동,33.4856878459937,126.534473948203,51
묘산봉(괴살메),제주특별자치도 제주시 구좌읍 김녕리 2723,구좌읍 김녕리,33.5427442878954,126.746159239723,12
무거버거,제주특별자치도 제주시 조천읍 조함해안로 356,조천읍 신흥리,33.5489812420561,126.655065539797,31
무등이왓터,제주특별자치도 서귀포시 안덕면 신화역사로586번길 21-7,안덕면 동광리,33.3094287035438,126.352093971426,52
무릉곶자왈,제주특별자치도 서귀포시 대정읍 무릉리 산 1,대정읍 무릉리,33.2911716749841,126.26295402495,11
무릉도원마을,제주특별자치도 서귀포시 대정읍 중산간서로 2868,대정읍 무릉리,33.2748476484956,126.235265285574,41
무릉자전거도로(환상자전거길3구간),제주특별자치도 제주시 구좌읍 구좌해안로 237,구좌읍 김녕리,33.5572081367731,126.736551213927,52
무민랜드,제주특별자치도 서귀포시 안덕면 병악로 420,안덕면 상천리,33.3065128094517,126.381789753033,32
무비랜드왁스뮤지엄,제주특별자치도 서귀포시 중문관광로 205,중문동,33.2438863976063,126.421662385093,32
무수천,제주특별자치도 제주시 애월읍 무수천길,애월읍 광령리 ,33.464070499735,126.445529525449,22
묵리마을,제주특별자치도 제주시 추자면 묵리,추자면 묵리,33.9507771049567,126.307464664818,22
묵리마을,제주특별자치도 제주시 추자면 묵리,추자면 묵리,33.9507771049567,126.307464664818,41
묵리처녀당,제주특별자치도 제주시 추자면 묵리 229-1,추자면 묵리,33.9431854840706,126.314201629279,52
묵리해안쉼터,제주특별자치도 제주시 추자면 추자로 376-6,추자면 묵리,33.9449633861725,126.312040840131,52
묵리해안포구,제주특별자치도 제주시 추자면 추자로 365-1,추자면 묵리,33.945696377696,126.312939470415,53
문도지오름(문돗지),제주특별자치도 제주시 한림읍 금악리 3444,한림읍 금악리,33.3267975741891,126.294471487092,11
문서프,제주특별자치도 제주시 애월읍 곽지7길 1,애월읍 곽지리,33.4500523794457,126.308399811765,42
문석이오름[출입제한-자연휴식년제적용중],제주특별자치도 제주시 구좌읍 송당리,구좌읍 송당리,33.4604142355019,126.771793474053,12
문섬(서귀포해양도립공원),제주특별자치도 서귀포시 칠십리로,서귀동,33.2446749504884,126.592546723809,21
문쏘,제주특별자치도 제주시 한림읍 한림상로 15-5,한림읍 옹포리,33.4056391497558,126.256597359664,31
문화공간양,제주특별자치도 제주시 거로남6길 13,화북이동,33.5092468989592,126.561755712352,32
문화빳데리충전소,제주특별자치도 서귀포시 중정로 76,서귀동,33.2479212053484,126.564483756251,32
문화예술마을저지리농어촌체험마을,제주시 한경면 중산간서로 3675,한경면 저지리,33.3327001047296,126.255849359452,41
"물메(물미,수산봉)",제주특별자치도 제주시 애월읍 수산리 산 1-1,애월읍 수산리,33.4738174993593,126.382839395312,22
물영아리오름,제주특별자치도 서귀포시 남원읍 남조로 988-11,남원읍 수망리,33.3612712046496,126.692962246783,11
물찻오름[출입제한-자연휴식년제적용중],제주 제주시 조천읍 교래리,조천읍 교래리,33.4312654842168,126.678365038104,11
미스틱3도,제주특별자치도 제주시 1100로 2894-49 1층,노형동,33.4499956148829,126.487369517519,31
"미악산(턥오름,쌀오름,솔오름)",제주특별자치도 서귀포시 인정오름로 387-63,동홍동,33.3005646590644,126.554207940477,12
"미악산(턥오름,쌀오름,솔오름)",제주특별자치도 서귀포시 인정오름로 387-63,동홍동,33.3005646590644,126.554207940477,22
"미야즈클로젯(해녀복대여,해녀스냅사진촬영)",제주특별자치도 제주시 용마로4길 15,용담삼동,33.5154346159113,126.50667800976,21
미요캔들,제주특별자치도 제주시 구남로4길 8-1,이도이동,33.4890593005342,126.534002691863,46
미천굴,제주특별자치도 서귀포시 성산읍 중산간동로 4150-30,성산읍 삼달리,33.3849993747039,126.839859897606,21
민속자연사박물관,제주특별자치도 제주시 삼성로 40,일도이동,33.5056303743354,126.531724114172,32
민속해안로,제주특별자치도 서귀포시 표선면 일주동로 6228,표선면 세화리,33.3072666467279,126.806242294197,11
민오름(구좌읍),제주특별자치도 제주시 구좌읍 비자림로 1456,구좌읍 송당리,33.4447365885176,126.759099253491,13
민오름(구좌읍),제주특별자치도 제주시 구좌읍 비자림로 1456,구좌읍 송당리,33.4447365885176,126.759099253491,22
민오름(봉개동),제주특별자치도 제주시 칠오름길 (봉개동),봉개동 ,33.479680913652,126.609921319556,11
민오름(오라동),제주특별자치도 제주시 오라2동 산 12,오라이동,33.4765241326101,126.506443018327,12
민오름(조천읍),제주특별자치도 제주시 조천읍 선흘리 산 141,조천읍 선흘리,33.4454512015762,126.694700929642,22
바구스서핑스쿨,제주특별자치도 제주시 테우해안로 143,이호일동,33.4975282005215,126.449581938376,42
바늘오름,제주특별자치도 제주시 조천읍 교래리 산 108,조천읍 교래리,33.4547981041557,126.652679893005,22
바다다이브,제주특별자치도 서귀포시 동홍로12번길 5,서귀동,33.2498095438541,126.568482543443,45
바다를본돼지(판포점),제주특별자치도 제주시 한경면 판포1길 16,한경면 판포리,33.3656405352636,126.197922175273,31
바다스케치,제주특별자치도 서귀포시 안덕면 사계남로216번길 52,안덕면 사계리,33.2349227288106,126.309901022706,12
바람모루,제주특별자치도 서귀포시 서호동,서호동,33.2641864864094,126.517346819897,11
바람모루,제주특별자치도 서귀포시 서호동,서호동,33.2641864864094,126.517346819897,22
바람불어좋은날천연염색공방,제주특별자치도 서귀포시 안덕면 사계로 68,안덕면 사계리,33.2371434635878,126.297875767526,45
바산올레애견동반펜션,제주특별자치도 서귀포시 안덕면 대평로 29,안덕면 창천리,33.2365991806145,126.363866962533,12
바우하우스,제주특별자치도 제주시 구좌읍 문주란로 111-7,구좌읍 하도리,33.5226195770527,126.892653898684,12
바이나흐튼크리스마스박물관,제주특별자치도 서귀포시 안덕면 평화로 654,안덕면 서광리,33.2913117398116,126.327798877807,32
박물관은살아있다,제주특별자치도 서귀포시 중문관광로 42,색달동,33.2549005523668,126.40977029065,32
박성내,제주특별자치도 제주시 기자길 5,아라이동,33.4848975260559,126.543837776942,52
박수기정,제주특별자치도 서귀포시 안덕면 난드르로 90-25,안덕면 감산리,33.2371648156344,126.358749069441,21
반지마을제주1호점,제주특별자치도 제주시 월성로4길 17,용담이동,33.5016859296873,126.5035680789,45
발이오름,제주특별자치도 제주시 애월읍 어음리 산 1,애월읍 어음리,33.3930395296228,126.375293344025,11
발자국화석공원,제주특별자치도 서귀포시 대정읍 형제해안로 192,대정읍 상모리,33.2173594034123,126.293135312424,23
밧돌오름,제주특별자치도 제주시 구좌읍 송당리 산 66-1,구좌읍 송당리,33.4609670156076,126.761825536466,12
밧돌오름,제주특별자치도 제주시 구좌읍 송당리 산 66-1,구좌읍 송당리,33.4609670156076,126.761825536466,22
방림원,제주특별자치도 제주시 한경면 용금로 864,한경면 저지리,33.3372284167289,126.268512900749,21
방선문,제주특별자치도 제주시 종천길 39-1,오라이동,33.4713429857029,126.502171579413,22
방일리공원,제주특별자치도 제주시 정원로 50,노형동,33.4791376264224,126.47624624632,22
방주교회,제주특별자치도 서귀포시 안덕면 산록남로762번길 113,안덕면 상천리,33.305124721628,126.387787906087,22
배령연대,제주특별자치도 제주시 한림읍 금능리 1649,한림읍 금능리,33.3879661546747,126.223722736664,52
배롱정원,제주특별자치도 제주시 한림읍 협재4길 19,한림읍 협재리,33.3930475283878,126.241470241303,31
배롱정원,제주특별자치도 제주시 한림읍 협재4길 19,한림읍 협재리,33.3930475283878,126.241470241303,51
백년초농장박물관,제주특별자치도 서귀포시 태평로 200,호근동,33.2446733172468,126.543897915946,32
백록담,제주특별자치도 서귀포시 토평동 산 15-1,토평동,33.3469026219773,126.535454418798,21
백수당,제주특별자치도 제주시 구좌읍 월정1길 63,구좌읍 월정리,33.5565236446807,126.79350679733,31
백약이오름,제주특별자치도 서귀포시 표선면 성읍리 산 1,표선면 성읍리,33.4373141994582,126.791777452404,11
백제사,제주시 애월읍 광령남6길 54 백제사,애월읍 광령리,33.4488555390796,126.424219685777,52
백제사템플스테이,제주시 애월읍 광령남6길 54 백제사,애월읍 광령리,33.4488555390796,126.424219685777,22
백조일손지묘(백조일손지지),제주특별자치도 서귀포시 안덕면 사계리,안덕면 사계리,33.2316941376585,126.306514122101,52
뱅듸승마클럽,제주특별자치도 제주시 조천읍 번영로 1118-33,조천읍 와흘리,33.4666509637267,126.653491822361,45
범섬,제주특별자치도 서귀포시 법환동,법환동,33.2431480688709,126.514144783946,22
법화사,제주특별자치도 서귀포시 하원북로 35번길 15-28,하원동,33.2653270960144,126.457602311547,52
법화사지,제주특별자치도 서귀포시 하원북로35번길 15-28,하원동,33.2653270960144,126.457602311547,22
법환포구,제주특별자치도 서귀포시 막숙포로37번길 2,법환동,33.2378661939026,126.515729529982,52
벙커하우스,제주특별자치도 서귀포시 막숙포로41번길 66,법환동,33.2404621096995,126.519224758808,31
베릿네오름,제주특별자치도 서귀포시 중문상로17번길 51,중문동,33.2489506839682,126.419119689107,11
베콩스,제주특별자치도 제주시 조천읍 신북로 479-2,조천읍 함덕리,33.5435378606833,126.661624762526,45
별내린전망대,제주특별자치도 서귀포시 색달동 2938-1,색달동,33.2474860429014,126.416836511421,22
별도봉,제주특별자치도 제주시 선반로 (화북일동),화북일동,33.5150945210681,126.563308773001,11
별도연대,제주특별자치도 제주시 화북1동 1537,화북일동,33.5262998282849,126.568135044311,52
별도포구,제주특별자치도 제주시 화북1동 4269-12,화북일동,33.5250263073704,126.564933622735,52
별방진,제주특별자치도 제주시 구좌읍 하도리 3354,구좌읍 하도리,33.526852944275,126.882704852203,52
병악현무암지대,제주특별자치도 서귀포시 안덕면 사계리,안덕면 사계리,33.2316941376585,126.306514122101,11
병악현무암지대,제주특별자치도 서귀포시 안덕면 사계리,안덕면 사계리,33.2316941376585,126.306514122101,21
병악현무암지대,제주특별자치도 서귀포시 안덕면 사계리,안덕면 사계리,33.2316941376585,126.306514122101,52
보롬왓,제주특별자치도 서귀포시 표선면 번영로 2350-104,표선면 성읍리,33.4134956403949,126.752494805945,21
"보롬이(하논,화구구)",제주특별자치도 서귀포시 하논로 (서홍동),대정읍 무릉리,33.2508938131869,126.549207114343,12
보목포구,제주특별자치도 서귀포시 보목포로 46,보목동,33.2392180366622,126.606761567165,22
보물섬하이킹,제주특별자치도 제주시 용문로14길 14,용담이동,33.505901821017,126.510013613274,48
본초족욕,제주특별자치도 제주시 은수길 65,연동,33.4716110212798,126.487741772457,33
본초족욕,제주특별자치도 제주시 은수길 65,연동,33.4716110212798,126.487741772457,41
본카페,제주특별자치도 제주시 애월읍 애월해안로 179,애월읍 고내리,33.4677832169339,126.332076364484,31
본태박물관,제주특별자치도 서귀포시 안덕면 산록남로762번길 69,안덕면 상천리,33.303954807155,126.392568258817,32
볼레낭길,제주특별자치도 서귀포시 안덕면 감산리 1049,안덕면 감산리,33.2359191933553,126.349383882443,11
볼스카페,제주특별자치도 서귀포시 일주서로 626,회수동,33.2534011805032,126.44248234513,31
봉구의간식,제주특별자치도 제주시 애월읍 애월로 110,애월읍 애월리,33.464521376059,126.319100939372,12
봉구의간식,제주특별자치도 제주시 애월읍 애월로 110,애월읍 애월리,33.464521376059,126.319100939372,21
봉구의간식,제주특별자치도 제주시 애월읍 애월로 110,애월읍 애월리,33.464521376059,126.319100939372,45
봉구의간식,제주특별자치도 제주시 애월읍 애월로 110,애월읍 애월리,33.464521376059,126.319100939372,51
봉구의간식제주롯데마트점,제주특별자치도 제주시 연북로 1,노형동,33.4824421892687,126.481834000763,12
봉구의간식제주롯데마트점,제주특별자치도 제주시 연북로 1,노형동,33.4824421892687,126.481834000763,21
봉구의간식제주롯데마트점,제주특별자치도 제주시 연북로 1,노형동,33.4824421892687,126.481834000763,45
봉구의간식제주롯데마트점,제주특별자치도 제주시 연북로 1,노형동,33.4824421892687,126.481834000763,51
봉글레산,제주특별자치도 제주시 추자면 대서5길 1,추자면 대서리,33.9618054256706,126.293777367818,11
봉쥬르봉봉,제주특별자치도 제주시 한림읍 한림로 408-2,한림읍 협재리,33.397857348269,126.245526707914,46
뵤뵤,제주특별자치도 제주시 한림읍 명재로 155,한림읍 명월리,33.3925301203484,126.263079554742,31
부대악오름,제주특별자치도 제주시 조천읍 선흘리 산 103-1,조천읍 선흘리,33.4473731760298,126.709533747015,11
부영컨트리클럽,제주특별자치도 서귀포시 남원읍 남조로 960 부영CC,남원읍 수망리,33.3592182965721,126.712464223483,48
북오름,제주특별자치도 서귀포시 안덕면 동광리 산 94,안덕면 동광리,33.3026723449881,126.332023417872,13
북오름,제주특별자치도 서귀포시 안덕면 동광리 산 94,안덕면 동광리,33.3026723449881,126.332023417872,22
북촌국민학교,제주특별자치도 제주시 조천읍 일주동로 1481,조천읍 북촌리,33.5479352638407,126.691362701874,52
북촌돌하르방미술관,제주특별자치도 제주시 조천읍 북촌서1길 70,조천읍 북촌리,33.538847495859,126.688812252251,23
북촌리4.3길,제주특별자치도 제주시 조천읍 북촌3길 3,조천읍 북촌리,33.5460149487699,126.688656387157,52
북촌포구,제주특별자치도 제주시 조천읍 북촌9길 26-1,조천읍 북촌리,33.5500628443415,126.694088756899,52
북촌환해장성,제주특별자치도 제주시 조천읍 북촌리,조천읍 북촌리,33.5432218830703,126.690806655902,52
불카분낭(불타버린나무),제주특별자치도 제주시 조천읍 선흘리 1136-2,조천읍 선흘리,33.5127844585106,126.70632287888,52
불탑사(5층석탑),제주특별자치도 제주시 원당로16길 41,삼양일동,33.5290725932684,126.598418345536,52
붉은오름자연휴양림,제주특별자치도 서귀포시 표선면 남조로 1487-73,표선면 가시리,33.4014287623403,126.675670597493,23
붉은오름(성산읍),제주특별자치도 서귀포시 성산읍 섭지코지로 261,성산읍 고성리,33.4258211498144,126.931367405969,12
붉은오름(표선면),제주특별자치도 서귀포시 표선면 남조로 1487-73,표선면 가시리,33.4014287623403,126.675670597493,12
붉은오름(표선면),제주특별자치도 서귀포시 표선면 남조로 1487-73,표선면 가시리,33.4014287623403,126.675670597493,22
브레이브독스,제주특별자치도 제주시 한림읍 한수풀로 138,한림읍 대림리,33.4216392929726,126.276595696624,31
브리더스파크,제주특별자치도 제주시 구좌읍 금백조로 902-102,구좌읍 송당리,33.4340778065146,126.777415417885,45
브릭캠퍼스,제주특별자치도 제주시 1100로 3045,노형동,33.4578981798938,126.484472387198,32
블란디야,제주특별자치도 서귀포시 법환로 15,법환동,33.2366390634091,126.513554206617,12
블랙이쉬레드,제주특별자치도 제주시 애월읍 하소로 769-10,애월읍 유수암리,33.4160468362549,126.398552697244,31
블루메베이글,제주특별자치도 제주시 가령로4길 3,이도이동,33.4967135854192,126.533099185111,31
블루버블,제주특별자치도 서귀포시 성산읍 일출로255번길 11,성산읍 성산리,33.4622543681635,126.933120711415,48
블리스풀,제주특별자치도 제주시 애월읍 산록서로 383,애월읍 유수암리,33.4051774883172,126.407254897899,31
비고르서프,제주특별자치도 서귀포시 안덕면 형제해안로 70,안덕면 사계리,33.2258392129178,126.29981736589,45
비만고양이,제주특별자치도 제주시 신성로13길 31,이도이동,33.4976190931895,126.530532186591,31
비블리아성서식물원,제주특별자치도 제주시 한림읍 조성로 17,한림읍 상명리,33.3561709772428,126.274999701315,32
비양도,제주특별자치도 제주시 한림읍 협재리,한림읍 협재리,33.3870124134431,126.245988070371,22
비양도연평리야영지,제주 제주시 우도면 연평리 3,우도면 연평리,33.5153874083426,126.968438671438,12
비양도연평리야영지,제주 제주시 우도면 연평리 3,우도면 연평리,33.5153874083426,126.968438671438,23
비양도연평리야영지,제주 제주시 우도면 연평리 3,우도면 연평리,33.5153874083426,126.968438671438,42
비양도연평리야영지,제주 제주시 우도면 연평리 3,우도면 연평리,33.5153874083426,126.968438671438,52
비양도등대,제주특별자치도 제주시 한림읍 비양도길 84비양도,한림읍 협재리,33.4058550511063,126.223186028509,21
비양도의비양나무자생지,제주특별자치도 제주시 한림읍 협재리 산 89,한림읍 협재리,33.4086784254916,126.225878708518,22
비자림,제주특별자치도 제주시 구좌읍 비자숲길 55,구좌읍 평대리,33.4910972819998,126.811461205688,22
비자림농원,제주특별자치도 제주시 조천읍 선흘동1길 31-71,조천읍 선흘리,33.5153956066133,126.696498175809,41
비체올린,제주시 한경면 판조로 253-6,한경면 판포리,33.3494476861153,126.218190777807,32
비체올린,제주시 한경면 판조로 253-6,한경면 판포리,33.3494476861153,126.218190777807,46
비치미오름,제주특별자치도 제주시 구좌읍 송당리 산 255-1,구좌읍 송당리,33.4286615961813,126.7665020271,22
빌레못동굴,제주특별자치도 제주시 애월읍 어음리 1391,애월읍 어음리,33.4043517126886,126.349728579887,52
빛의벙커,제주특별자치도 서귀포시 성산읍 고성리 2039-22,성산읍 고성리,33.4394462297885,126.899699215312,32
빠우사,제주특별자치도 제주시 조천읍 선교로 539,조천읍 선흘리,33.4577400729584,126.711909041185,31
뽀로로&타요테마파크제주,제주특별자치도 서귀포시 안덕면 병악로 269,안덕면 상창리,33.3004429637305,126.370810904853,32
뽀로로&타요테마파크제주,제주특별자치도 서귀포시 안덕면 병악로 269,안덕면 상창리,33.3004429637305,126.370810904853,41
삐삐그루밍,제주특별자치도 서귀포시 대정읍 중산간서로 2269,대정읍 구억리,33.2806351400989,126.286062533426,45
사계용머리해안(해산물),제주특별자치도 서귀포시 안덕면 사계남로216번길 28,안덕면 사계리,33.2337928076828,126.310841571449,22
사계항,제주특별자치도 서귀포시 안덕면 사계리,안덕면 사계리,33.2316941376585,126.306514122101,52
사계해변,제주특별자치도 서귀포시 안덕면 사계리 2147-35,안덕면 사계리,33.2281557557917,126.30834680703,22
사계해안도로,제주특별자치도 서귀포시 안덕면 사계리,안덕면 사계리,33.2316941376585,126.306514122101,21
사라봉,제주특별자치도 제주시 사라봉동길 61,건입동,33.5176269240904,126.546156032264,11
사라봉공원,제주특별자치도 제주시 사라봉동길 74 (건입동),건입동,33.5186634130174,126.547689847164,23
사라오름,제주특별자치도 서귀포시 남원읍 신례리 산 2-1,남원읍 신례리,33.3641266493346,126.605070169993,11
사려니숲길,제주특별자치도 제주시 조천읍 교래리 산 137-1,조천읍 교래리,33.4077032050543,126.644672355063,11
사려니오름,제주특별자치도 서귀포시 남원읍 516로 1648-87,남원읍 한남리,33.3688511852396,126.63398312629,11
사슴공방,제주특별자치도 제주시 구좌읍 구좌로 51 3층,구좌읍 세화리,33.523223412093,126.856999783017,45
산굼부리,제주특별자치도 제주시 조천읍 비자림로 768,조천읍 교래리,33.4348735442325,126.688504038171,11
산도스카발리오홀스파크,제주특별자치도 서귀포시 안덕면 산록남로 566,안덕면 광평리,33.3335449043875,126.370025465973,45
