이름,주소,주소2,위도,경도,구분
대장금촬영지(제주민속촌),제주특별자치도 서귀포시 표선면 민속해안로 631-34,표선면 표선리,33.3212871409308,126.843088213207,23
대정면4.3사건위령비,제주특별자치도 서귀포시 대정읍 동일하모로 158-3,대정읍 하모리,33.2254139389597,126.248439510331,52
대정해변(하모해변),제주특별자치도 서귀포시 대정읍 하모리,대정읍 하모리,33.2226190237996,126.25393653271,22
대정향교,제주특별자치도 서귀포시 안덕면 향교로 165-17,안덕면 사계리,33.2392901258219,126.288484123083,52
대정현역사자료전시관,제주특별자치도 서귀포시 대정읍 상모대서로 17,대정읍 상모리,33.2251714651966,126.256266012701,32
대평포구,제주 서귀포시 안덕면 창천리 914-5,안덕면 창천리,33.2364936102624,126.362020302252,53
대포포구,제주특별자치도 서귀포시 대포로,대포동 ,33.2419341340771,126.432274151534,52
대한민국최남단기념비/마라도기념비,제주특별자치도 서귀포시 대정읍 마라로 131,대정읍 가파리,33.1141134094908,126.268438222589,22
댕금님표수제간식,제주특별자치도 제주시 인다4길 41-12,아라일동,33.4708187739592,126.549890154975,45
댕댕놀이터,제주특별자치도 제주시 도근내길 56,내도동,33.4919083945154,126.436934478496,45
댕댕샤워,제주특별자치도 제주시 애월읍 하귀9길 54-8,애월읍 하귀1리,33.4827898550426,126.414757757855,45
댕댕스위트,제주특별자치도 제주시 애월읍 하귀9길 2,애월읍 하귀1리,33.4864182898895,126.414565502113,45
더플래닛(THEPLANET),제주특별자치도 서귀포시 색달동 2558,색달동,33.2552163144993,126.412973397305,22
더플래닛(THEPLANET),제주특별자치도 서귀포시 색달동 2558,색달동,33.2552163144993,126.412973397305,32
더플래닛(THEPLANET),제주특별자치도 서귀포시 색달동 2558,색달동,33.2552163144993,126.412973397305,41
"더럭초등학교(구,더럭분교)",제주특별자치도 제주시 애월읍 하가로 195,애월읍 하가리,33.4535949380337,126.345171297868,21
더리트리브,제주특별자치도 서귀포시 안덕면 화순로 67,안덕면 화순리,33.2479296506382,126.338563565616,31
더마카트,제주특별자치도 제주시 한림읍 월림7길 155,한림읍 월림리,33.355543077302,126.241505122029,41
더마파크,제주특별자치도 제주시 한림읍 월림7길 155,한림읍 월림리,33.355543077302,126.241505122029,41
더칠린,제주특별자치도 제주시 애월읍 애월로 84,애월읍 애월리,33.4641611720064,126.3164594899,12
더칠린,제주특별자치도 제주시 애월읍 애월로 84,애월읍 애월리,33.4641611720064,126.3164594899,21
더칠린,제주특별자치도 제주시 애월읍 애월로 84,애월읍 애월리,33.4641611720064,126.3164594899,45
더칠린,제주특별자치도 제주시 애월읍 애월로 84,애월읍 애월리,33.4641611720064,126.3164594899,51
더펫츠,제주특별자치도 제주시 1100로 3124,노형동,33.4653699091942,126.485303257031,31
덕천곤충영농조합,제주특별자치도 제주시 구좌읍 중산간동로 1875,구좌읍 덕천리,33.4829324263091,126.748300675997,45
뎁스원프리다이빙센터,제주특별자치도 제주시 한림읍 한림로 375,한림읍 협재리,33.3962352319481,126.243264843908,43
도곤도곤애견미용실,제주특별자치도 제주시 성신로1길 21,연동,33.4918458328401,126.48769873077,45
도그앤캣,제주특별자치도 서귀포시 홍중로 119-2 601동 107호,서홍동,33.2631200520785,126.555208973226,45
도도펫,제주특별자치도 제주시 우령8길 63-16,외도일동,33.4853520427203,126.428231371499,45
도두동무지개해안도로,제주특별자치도 제주시 도두1동,도두일동,33.5010079784134,126.474247107518,21
도두봉,제주특별자치도 제주시 도두동 산 1,도두일동,33.5085344192839,126.469041395771,22
도두항,제주특별자치도 제주시 도공로 2,도두일동,33.5061275684763,126.464982376238,22
도두해안도로,제주특별자치도 제주시 도두2동 706-3,도두이동,33.510401625438,126.482338576502,23
도두해안도로,제주특별자치도 제주시 도두2동 706-3,도두이동,33.510401625438,126.482338576502,42
도령모루,제주특별자치도 제주시 용담이동 1760-1,용담이동,33.4889179032603,126.498229141199,52
도리미오름,제주특별자치도 제주시 구좌읍 송당리 산 255-1,구좌읍 송당리,33.4286615961813,126.7665020271,12
도리미오름,제주특별자치도 제주시 구좌읍 송당리 산 255-1,구좌읍 송당리,33.4286615961813,126.7665020271,22
도순다원,제주특별자치도 서귀포시 중산간서로356번길 152-41,도순동,33.2723952821011,126.48289065585,21
도시해녀,제주특별자치도 제주시 애월읍 하귀미수포길 16-1,애월읍 하귀2리,33.4842537470554,126.402548064087,45
도을,제주특별자치도 제주시 조천읍 남조로 2343,조천읍 와흘리,33.473557695312,126.657125815614,31
도치돌알파카목장,제주특별자치도 제주시 애월읍 도치돌길 293,애월읍 납읍리,33.4099506881118,126.36573023443,22
독자봉,제주특별자치도 서귀포시 성산읍 신산리 1785,성산읍 신산리,33.3878622175382,126.854291951602,12
독자봉,제주특별자치도 서귀포시 성산읍 신산리 1785,성산읍 신산리,33.3878622175382,126.854291951602,22
돈내코,제주특별자치도 서귀포시 516로 (상효동),돈내코로,33.3250814262979,126.598850400937,42
돈내코유원지,제주특별자치도 서귀포시 돈내코로 120,상효동,33.3001329579601,126.584438002767,42
돈대산,제주특별자치도 제주시 추자면 예초리 산 67-1,추자면 예초리,33.9496468721354,126.321810412595,12
돈대산산림휴양산책로,제주특별자치도 제주시 추자면 예초리 산 67-1,추자면 예초리,33.9496468721354,126.321810412595,11
돈블링65,제주특별자치도 제주시 도리로 65 (이호일동),이호일동,33.4997405369333,126.458775736508,31
돈블링65,제주특별자치도 제주시 도리로 65 (이호일동),이호일동,33.4997405369333,126.458775736508,51
돈파스타정원,제주특별자치도 제주시 애월읍 애월해안로 364,애월읍 고내리,33.4727924178582,126.347444688528,31
돌고래하우스(캠핑장),제주특별자치도 서귀포시 이어도로 826-58,강정동,33.232728452393,126.499469847941,48
돌담넘는고양이,제주특별자치도 제주시 구좌읍 해맞이해안로 2478,구좌읍 종달리,33.4859856462739,126.901797371158,31
돔박이오름(동박악),제주특별자치도 서귀포시 안덕면 광평리 산 89,안덕면 광평리,33.3394980583853,126.364068816074,13
돔베낭골,제주특별자치도 서귀포시 호근동,호근동,33.2615116284173,126.532760043118,22
돔베낭길,제주특별자치도 서귀포시 태평로92번길 49,호근동,33.2401695155881,126.531842818277,11
동거문이오름,제주특별자치도 제주시 구좌읍 종달리 산 70,구좌읍 종달리,33.4487790613853,126.805366371702,11
동계정온유허비,제주특별자치도 서귀포시 대정읍 안성리,대정읍 안성리,33.2605831235057,126.285710783126,52
동귀방파제,제주특별자치도 제주시 애월읍 하귀리,애월읍 하귀1리,33.4821200691313,126.414415062165,21
동명정류장,제주특별자치도 제주시 한림읍 동명7길 26,한림읍 동명리,33.3971391702685,126.266234171576,31
동백동산,제주특별자치도 제주시 조천읍 선흘리 산 12,조천읍 선흘리,33.5166343200874,126.717031226683,11
동백포레스트,서귀포시 남원읍 신례리 1767,남원읍 신례리,33.3003449035082,126.636216133758,21
동복환해장성,제주특별자치도 제주시 구좌읍 동복리,구좌읍 동복리,33.5363208095004,126.720265726735,52
동산농원딸기체험장,제주특별자치도 제주시 한경면 저지리 1448-2,한경면 저지리,33.333590023073,126.245959740199,41
동알오름,제주특별자치도 서귀포시 대정읍 상모리 153,대정읍 상모리,33.2071849479858,126.288822178559,11
동일리포구,제주특별자치도 서귀포시 대정읍 동일리,대정읍 동일리,33.2440333565421,126.246630064234,52
돛오름,제주특별자치도 제주시 구좌읍 송당리 산 3,구좌읍 송당리,33.4803723838213,126.799764984057,11
돼지굽는정원,제주특별자치도 제주시 한림읍 협재2길 8-7,한림읍 협재리,33.391868133042,126.241082382776,31
돼지굽는정원,제주특별자치도 제주시 한림읍 협재2길 8-7,한림읍 협재리,33.391868133042,126.241082382776,51
두맹이골목,제주특별자치도 제주시 동문로16길 17-4,일도이동,33.5120157312442,126.534911730787,11
두산봉(말미오름),제주특별자치도 서귀포시 성산읍 시흥리 2661,성산읍 시흥리,33.4769199799302,126.88726677294,13
둔지봉,제주특별자치도 제주시 구좌읍 한동리 산 40,구좌읍 한동리,33.502866924037,126.796490636361,11
뒤굽은이오름,제주특별자치도 서귀포시 성산읍 수산리 4504,성산읍 수산리,33.4304240917415,126.827047940447,12
뒹굴개,제주특별자치도 제주시 삼무로 74,연동,33.4895747440976,126.494465524794,31
뒹굴개,제주특별자치도 제주시 삼무로 74,연동,33.4895747440976,126.494465524794,45
뒹굴개,제주특별자치도 제주시 삼무로 74,연동,33.4895747440976,126.494465524794,51
드르쿰다ATVIN상효,제주특별자치도 서귀포시 516로 619,상효동,33.3035235485654,126.598518128078,41
드르쿰다인성산,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 64,성산읍 고성리,33.4445123990912,126.919085883511,21
들렁모루산책길,제주특별자치도 서귀포시 서홍동 2437,서홍동,33.2824442057229,126.542648054634,11
등머을레져,제주특별자치도 제주시 우도면 우도해안길 70,우도면 연평리,33.4928045322592,126.951541390313,42
디스커버제주,제주특별자치도 서귀포시 대포로 26,대포동,33.2474115732157,126.431481282234,48
디어마이프렌즈,제주특별자치도 제주시 한경면 청수로 14,한경면 청수리,33.3203974600045,126.245289195116,12
