관광지명,Group2,Group2_tag,group2_1,group2_1_tag,group2_2,group2_2_tag
낙천아홉굿마을 의자공원,1,"['경관', '포토', '커플', '자연', '맑음', '스팟', '휴식', '친구', '힐링', '부모', '어린이', '관광', '사계절', '치유']",0.0,"['포토', '스팟', '관광', '맑음', '커플']",1.0,"['커플', '친구', '맑음', '휴식', '힐링', '부모', '어린이', '치유', '관광']"
남내소,1,"['경관', '포토', '커플', '자연', '스팟', '휴식', '친구', '힐링', '어린이']",0.0,"['포토', '스팟', '커플']",1.0,"['커플', '친구', '휴식', '힐링', '어린이']"
남수각 하늘길 벽화거리,1,"['경관', '포토', '커플', '스팟', '관광']",1.0,"['포토', '스팟', '관광', '커플']",0.0,"['커플', '관광']"
남원 위미2리 어촌계,1,"['경관', '포토', '스팟', '해변', '관광']",1.0,"['포토', '스팟', '관광', '해변']",0.0,['관광']
남원큰엉해변,1,"['경관', '포토', '자연', '맑음', '스팟', '해변', '관광지', '여름', '관광']",1.0,"['포토', '스팟', '관광', '관광지', '맑음', '해변', '여름']",0.0,"['맑음', '여름', '관광']"
남원항 (남원포구),1,"['경관', '포토', '자연', '맑음', '스팟', '관광지', '관광', '사계절']",1.0,"['포토', '스팟', '관광', '관광지', '맑음']",0.0,"['맑음', '관광']"
너도나도 ATV,1,"['맑음', '관광', '사계절']",1.0,"['관광', '맑음']",1.0,"['맑음', '관광']"
노루생태관찰원,1,"['경관', '자연', '맑음', '어린이', '관광지', '관광', '무장애']",1.0,"['관광', '관광지', '맑음', '무장애']",0.0,"['맑음', '어린이', '관광']"
노리매공원,1,"['경관', '포토', '커플', '자연', '맑음', '스팟', '관광지', '관광', '동반']",1.0,"['포토', '스팟', '관광', '동반', '관광지', '맑음', '커플']",0.0,"['커플', '맑음', '관광']"
녹산로유채꽃길,1,"['경관', '포토', '커플', '자연', '맑음', '스팟', '관광']",1.0,"['포토', '스팟', '관광', '맑음', '커플']",0.0,"['커플', '맑음', '관광']"
논짓물,1,"['경관', '커플', '자연', '맑음', '친구', '부모', '어린이', '여름']",0.0,"['맑음', '여름', '커플']",1.0,"['커플', '친구', '맑음', '부모', '어린이', '여름']"
농개,1,"['경관', '자연', '맑음', '휴식', '힐링', '해변', '여름']",0.0,"['맑음', '해변', '여름']",1.0,"['맑음', '휴식', '힐링', '여름']"
높은오름,1,"['경관', '커플', '자연', '맑음', '친구', '부모', '어린이', '관광지', '관광', '동반']",0.0,"['관광', '동반', '관광지', '맑음', '커플']",1.0,"['커플', '친구', '맑음', '부모', '어린이', '관광']"
누웨마루거리(구 바오젠),1,"['커플', '친구', '부모', '어린이', '사계절']",0.0,['커플'],1.0,"['커플', '친구', '부모', '어린이']"
다려도,1,"['경관', '포토', '자연', '스팟', '휴식', '힐링', '해변']",1.0,"['포토', '스팟', '해변']",0.0,"['휴식', '힐링']"
단산(바굼지오름),1,"['경관', '포토', '커플', '자연', '스팟', '친구', '부모', '관광지', '관광', '동반']",1.0,"['포토', '스팟', '관광', '동반', '관광지', '커플']",0.0,"['커플', '친구', '부모', '관광']"
달중이네펫호텔,1,['동반'],1.0,['동반'],0.0,
답다니 탑망대 (하트원담),1,"['경관', '포토', '맑음', '스팟']",1.0,"['포토', '스팟', '맑음']",0.0,['맑음']
"대수산봉(큰물뫼,물미오름)",1,"['경관', '커플', '자연', '맑음', '친구', '부모', '어린이']",0.0,"['맑음', '커플']",1.0,"['커플', '친구', '맑음', '부모', '어린이']"
"대왕산 (왕뫼, 왕메, 왕미)",1,"['경관', '커플', '자연', '맑음', '친구', '부모', '어린이']",0.0,"['맑음', '커플']",1.0,"['커플', '친구', '맑음', '부모', '어린이']"
대장금촬영지(제주민속촌),1,"['경관', '포토', '커플', '스팟', '친구', '부모']",1.0,"['포토', '스팟', '커플']",1.0,"['커플', '친구', '부모']"
대정해변(하모해변),1,"['경관', '커플', '자연', '맑음', '친구', '어린이', '해변']",0.0,"['맑음', '해변', '커플']",1.0,"['커플', '친구', '맑음', '어린이']"
대한민국최남단기념비/ 마라도 기념비,1,"['경관', '포토', '커플', '스팟', '친구', '부모', '어린이']",0.0,"['포토', '스팟', '커플']",1.0,"['커플', '친구', '부모', '어린이']"
더 플래닛(THE PLANET),1,"['커플', '친구', '부모', '어린이', '관광지', '관광', '무장애']",0.0,"['관광', '관광지', '무장애', '커플']",1.0,"['커플', '친구', '부모', '어린이', '관광']"
"더럭초등학교(구, 더럭분교)",1,"['경관', '포토', '커플', '맑음', '스팟', '어린이', '관광', '무장애']",1.0,"['포토', '스팟', '관광', '맑음', '무장애', '커플']",0.0,"['커플', '맑음', '어린이', '관광']"
더칠린,1,['동반'],1.0,['동반'],0.0,
도두동 무지개 해안도로,1,"['경관', '포토', '자연', '스팟', '친구', '관광지', '관광', '동반']",1.0,"['포토', '스팟', '관광', '동반', '관광지']",0.0,"['친구', '관광']"
도두봉,1,"['경관', '커플', '자연', '휴식', '친구', '힐링', '부모', '어린이', '관광지', '관광', '일몰', '동반']",0.0,"['관광', '동반', '관광지', '커플']",1.0,"['커플', '친구', '휴식', '힐링', '부모', '어린이', '관광']"
도두항,1,"['커플', '맑음', '휴식', '친구', '힐링', '부모', '어린이']",0.0,"['맑음', '커플']",1.0,"['커플', '친구', '맑음', '휴식', '힐링', '부모', '어린이']"
도두해안도로,1,"['커플', '맑음', '여름']",1.0,"['맑음', '여름', '커플']",1.0,"['커플', '맑음', '여름']"
도리미오름,1,"['경관', '커플', '자연', '맑음', '친구', '부모', '어린이']",0.0,"['맑음', '커플']",1.0,"['커플', '친구', '맑음', '부모', '어린이']"
도순다원,1,"['경관', '포토', '자연', '맑음', '스팟']",1.0,"['포토', '스팟', '맑음']",0.0,['맑음']
도치돌 알파카목장,1,"['경관', '커플', '자연', '맑음', '휴식', '힐링', '어린이', '관광지', '관광', '사계절', '동반']",0.0,"['관광', '동반', '관광지', '맑음', '커플']",1.0,"['커플', '맑음', '휴식', '힐링', '어린이', '관광']"
독자봉,1,"['경관', '커플', '자연', '맑음', '친구', '어린이']",0.0,"['맑음', '커플']",1.0,"['커플', '친구', '맑음', '어린이']"
돔베낭골,1,"['경관', '자연', '맑음', '휴식', '힐링', '해변', '여름']",0.0,"['맑음', '해변', '여름']",1.0,"['맑음', '휴식', '힐링', '여름']"
동귀방파제,1,"['경관', '자연', '해변', '여름', '일몰']",1.0,"['해변', '여름']",0.0,['여름']
동백포레스트,1,"['경관', '포토', '커플', '자연', '맑음', '스팟', '친구']",1.0,"['포토', '스팟', '맑음', '커플']",0.0,"['커플', '친구', '맑음']"
드르쿰다인성산,1,"['포토', '관광지', '관광', '동반']",1.0,"['포토', '관광', '동반', '관광지']",0.0,['관광']
디어마이프렌즈,1,['동반'],1.0,['동반'],0.0,
떠오르길,1,"['포토', '자연', '스팟', '관광']",1.0,"['포토', '스팟', '관광']",0.0,['관광']
라이프동물병원,1,['동반'],1.0,['동반'],0.0,
렛츠런팜 양귀비꽃,1,"['맑음', '어린이']",0.0,['맑음'],1.0,"['맑음', '어린이']"
로로 요가,1,"['맑음', '휴식', '친구', '힐링']",0.0,['맑음'],1.0,"['친구', '맑음', '휴식', '힐링']"
리틀화이트,1,['동반'],1.0,['동반'],0.0,
마라도 섬투어,1,"['경관', '포토', '자연', '스팟']",1.0,"['포토', '스팟']",0.0,
마라도(마라해양도립공원),1,"['경관', '자연', '맑음', '휴식', '힐링', '부모', '어린이', '관광지', '관광']",0.0,"['관광', '관광지', '맑음']",1.0,"['맑음', '휴식', '힐링', '부모', '어린이', '관광']"
마라도등대,1,"['경관', '포토', '스팟']",1.0,"['포토', '스팟']",0.0,
마라도성당,1,"['휴식', '힐링', '부모']",0.0,,1.0,"['휴식', '힐링', '부모']"
마방목지,1,"['경관', '포토', '자연', '맑음', '스팟', '어린이', '관광', '무장애']",1.0,"['포토', '스팟', '관광', '맑음', '무장애']",0.0,"['맑음', '어린이', '관광']"
마흐니 숲길,1,"['경관', '커플', '자연', '맑음', '휴식', '친구', '힐링', '부모', '관광지', '관광', '치유']",0.0,"['관광', '관광지', '맑음', '커플']",1.0,"['커플', '친구', '맑음', '휴식', '힐링', '부모', '치유', '관광']"
막숙,1,"['경관', '자연', '맑음', '휴식', '힐링', '여름']",0.0,"['맑음', '여름']",1.0,"['맑음', '휴식', '힐링', '여름']"
만장굴,1,"['경관', '포토', '자연', '스팟', '어린이', '여름']",1.0,"['포토', '스팟', '여름']",0.0,"['어린이', '여름']"
맛있는 철학자(태반의땅제주),1,"['친구', '어린이', '관광', '사계절']",0.0,['관광'],1.0,"['친구', '어린이', '관광']"
망장포,1,"['경관', '커플', '자연', '친구']",0.0,['커플'],1.0,"['커플', '친구']"
매오름,1,"['경관', '커플', '자연', '맑음', '휴식', '친구', '관광', '치유']",0.0,"['관광', '맑음', '커플']",1.0,"['커플', '친구', '맑음', '휴식', '치유', '관광']"
맬튼개 갯담,1,"['커플', '휴식', '친구', '힐링', '부모', '어린이', '해변']",0.0,"['해변', '커플']",1.0,"['커플', '친구', '휴식', '힐링', '부모', '어린이']"
머체왓숲길,1,"['경관', '커플', '자연', '관광', '무장애', '치유']",1.0,"['관광', '무장애', '커플']",1.0,"['커플', '치유', '관광']"
메이즈랜드,1,"['경관', '포토', '스팟', '부모', '어린이', '관광지', '관광', '무장애', '동반']",1.0,"['포토', '스팟', '관광', '동반', '관광지', '무장애']",0.0,"['부모', '어린이', '관광']"
모슬봉 (모슬개오름),1,"['경관', '커플', '자연', '맑음', '친구', '부모', '어린이']",0.0,"['맑음', '커플']",1.0,"['커플', '친구', '맑음', '부모', '어린이']"
모슬포항,1,"['커플', '맑음', '친구', '해변']",1.0,"['맑음', '해변', '커플']",1.0,"['커플', '친구', '맑음']"
모지오름,1,"['경관', '포토', '자연', '맑음', '스팟', '휴식', '친구', '힐링', '사계절']",0.0,"['포토', '스팟', '맑음']",1.0,"['친구', '맑음', '휴식', '힐링']"
모진이몽돌해변,1,"['경관', '포토', '자연', '맑음', '스팟', '해변', '여름']",1.0,"['포토', '스팟', '맑음', '해변', '여름']",0.0,"['맑음', '여름']"
목장카페 드르쿰다,1,"['경관', '자연', '어린이', '관광지', '관광', '동반']",1.0,"['관광', '동반', '관광지']",0.0,"['어린이', '관광']"
몽몽까까,1,['동반'],1.0,['동반'],0.0,
무수천,1,"['경관', '자연', '휴식', '힐링', '여름']",0.0,['여름'],1.0,"['휴식', '힐링', '여름']"
묵리마을,1,"['커플', '휴식', '친구', '힐링', '관광']",0.0,"['관광', '커플']",1.0,"['커플', '친구', '휴식', '힐링', '관광']"
문섬(서귀포해양도립공원),1,"['경관', '포토', '커플', '자연', '맑음', '스팟', '친구', '부모', '어린이', '해변', '관광지', '관광']",1.0,"['포토', '스팟', '관광', '관광지', '맑음', '해변', '커플']",0.0,"['커플', '친구', '맑음', '부모', '어린이', '관광']"
"물메(물미, 수산봉)",1,"['경관', '포토', '커플', '자연', '스팟', '휴식', '친구', '힐링']",0.0,"['포토', '스팟', '커플']",1.0,"['커플', '친구', '휴식', '힐링']"
"미악산 (턥오름, 쌀오름, 솔오름)",1,"['경관', '커플', '자연', '맑음', '친구', '부모', '어린이']",0.0,"['맑음', '커플']",1.0,"['커플', '친구', '맑음', '부모', '어린이']"
"미야즈클로젯 (해녀복 대여, 해녀 스냅사진 촬영)",1,"['경관', '포토', '커플', '스팟', '친구', '관광', '무장애']",1.0,"['포토', '스팟', '관광', '무장애', '커플']",0.0,"['커플', '친구', '관광']"
미천굴,1,"['경관', '포토', '커플', '자연', '맑음', '스팟', '어린이', '여름', '관광', '무장애']",1.0,"['포토', '스팟', '관광', '맑음', '무장애', '여름', '커플']",0.0,"['커플', '맑음', '어린이', '여름', '관광']"
민오름(구좌읍),1,"['경관', '커플', '자연', '친구', '부모', '어린이']",0.0,['커플'],1.0,"['커플', '친구', '부모', '어린이']"
민오름(조천읍),1,"['경관', '포토', '커플', '자연', '스팟', '휴식', '힐링', '부모', '치유']",0.0,"['포토', '스팟', '커플']",1.0,"['커플', '휴식', '힐링', '부모', '치유']"
바늘오름,1,"['경관', '포토', '커플', '자연', '스팟', '휴식', '친구', '힐링', '부모', '관광', '사계절', '치유']",0.0,"['포토', '스팟', '관광', '커플']",1.0,"['커플', '친구', '휴식', '힐링', '부모', '치유', '관광']"
바람모루,1,"['경관', '자연', '부모', '어린이']",0.0,,1.0,"['부모', '어린이']"
박수기정,1,"['경관', '포토', '자연', '스팟', '해변']",1.0,"['포토', '스팟', '해변']",0.0,
발자국화석공원,1,"['경관', '포토', '커플', '부모', '사계절']",1.0,"['포토', '커플']",1.0,"['커플', '부모']"
밧돌오름,1,"['경관', '커플', '자연', '맑음', '친구', '부모', '어린이']",0.0,"['맑음', '커플']",1.0,"['커플', '친구', '맑음', '부모', '어린이']"
방림원,1,"['경관', '자연', '휴식', '힐링', '관광지', '관광', '무장애', '동반']",1.0,"['관광', '동반', '관광지', '무장애']",0.0,"['휴식', '힐링', '관광']"
방선문,1,"['경관', '자연', '휴식', '힐링']",0.0,,1.0,"['휴식', '힐링']"
방일리공원,1,"['경관', '자연', '휴식', '힐링']",0.0,,1.0,"['휴식', '힐링']"
방주교회,1,"['커플', '맑음', '친구', '부모', '어린이', '관광', '무장애', '사계절']",0.0,"['관광', '맑음', '무장애', '커플']",1.0,"['커플', '친구', '맑음', '부모', '어린이', '관광']"
백록담,1,"['경관', '포토', '커플', '자연', '맑음', '스팟', '친구', '사계절']",1.0,"['포토', '스팟', '맑음', '커플']",0.0,"['커플', '친구', '맑음']"
백제사 템플스테이,1,"['커플', '휴식', '힐링', '관광', '사계절']",0.0,"['관광', '커플']",1.0,"['커플', '휴식', '힐링', '관광']"
범섬,1,"['경관', '포토', '자연', '맑음', '스팟', '휴식', '힐링', '치유']",0.0,"['포토', '스팟', '맑음']",1.0,"['맑음', '휴식', '힐링', '치유']"
법화사지,1,"['경관', '포토', '커플', '스팟', '휴식', '힐링', '부모', '어린이', '치유']",0.0,"['포토', '스팟', '커플']",1.0,"['커플', '휴식', '힐링', '부모', '어린이', '치유']"
별내린전망대,1,"['경관', '포토', '커플', '맑음', '스팟', '친구', '부모', '어린이']",0.0,"['포토', '스팟', '맑음', '커플']",1.0,"['커플', '친구', '맑음', '부모', '어린이']"
병악현무암지대,1,"['경관', '자연', '해변']",1.0,['해변'],0.0,
보롬왓,1,"['경관', '포토', '커플', '자연', '맑음', '스팟', '휴식', '친구', '힐링', '관광지', '여름', '관광', '동반']",1.0,"['포토', '스팟', '관광', '동반', '관광지', '맑음', '여름', '커플']",0.0,"['커플', '친구', '맑음', '휴식', '힐링', '여름', '관광']"
보목포구,1,"['경관', '커플', '자연', '맑음', '친구', '부모', '어린이', '해변']",0.0,"['맑음', '해변', '커플']",1.0,"['커플', '친구', '맑음', '부모', '어린이']"
봉구의간식,1,['동반'],1.0,['동반'],0.0,
봉구의간식제주롯데마트점,1,['동반'],1.0,['동반'],0.0,
북오름,1,"['경관', '커플', '자연', '친구', '부모', '어린이']",0.0,['커플'],1.0,"['커플', '친구', '부모', '어린이']"
북촌돌하르방미술관,1,"['경관', '커플', '자연', '맑음', '친구', '부모', '관광지', '관광', '동반']",1.0,"['관광', '동반', '관광지', '맑음', '커플']",1.0,"['커플', '친구', '맑음', '부모', '관광']"
붉은오름 자연휴양림,1,"['경관', '커플', '자연', '휴식', '힐링', '관광지', '관광', '무장애']",1.0,"['관광', '관광지', '무장애', '커플']",1.0,"['커플', '휴식', '힐링', '관광']"
붉은오름(표선면),1,"['경관', '커플', '자연', '맑음', '친구', '부모', '사계절']",0.0,"['맑음', '커플']",1.0,"['커플', '친구', '맑음', '부모']"
비양도,1,"['경관', '자연', '맑음', '휴식', '힐링', '어린이', '여름', '일몰']",0.0,"['맑음', '여름']",1.0,"['맑음', '휴식', '힐링', '어린이', '여름']"
비양도 연평리 야영지,1,"['경관', '자연', '맑음']",1.0,['맑음'],1.0,['맑음']
비양도등대,1,"['경관', '포토', '맑음', '스팟']",1.0,"['포토', '스팟', '맑음']",0.0,['맑음']
비양도의 비양나무자생지,1,"['경관', '커플', '자연', '맑음', '휴식', '친구', '힐링', '부모', '어린이']",0.0,"['맑음', '커플']",1.0,"['커플', '친구', '맑음', '휴식', '힐링', '부모', '어린이']"
비자림,1,"['경관', '자연', '힐링', '어린이', '여름', '관광', '무장애']",0.0,"['관광', '무장애', '여름']",1.0,"['힐링', '어린이', '여름', '관광']"
비치미오름,1,"['경관', '포토', '커플', '자연', '맑음', '스팟', '친구', '부모', '어린이']",0.0,"['포토', '스팟', '맑음', '커플']",1.0,"['커플', '친구', '맑음', '부모', '어린이']"
사계 용머리해안 (해산물),1,"['경관', '포토', '커플', '자연', '스팟', '휴식', '친구', '힐링', '부모', '사계절', '치유']",0.0,"['포토', '스팟', '커플']",1.0,"['커플', '친구', '휴식', '힐링', '부모', '치유']"
사계해변,1,"['경관', '커플', '자연', '맑음', '휴식', '힐링', '해변']",0.0,"['맑음', '해변', '커플']",1.0,"['커플', '맑음', '휴식', '힐링']"
사계해안도로,1,"['경관', '포토', '커플', '자연', '맑음', '스팟', '해변']",1.0,"['포토', '스팟', '맑음', '해변', '커플']",0.0,"['커플', '맑음']"
사라봉공원,1,"['경관', '커플', '자연', '친구', '관광', '무장애', '일몰']",1.0,"['관광', '무장애', '커플']",1.0,"['커플', '친구', '관광']"
산방산 수국,1,"['경관', '포토', '커플', '자연', '맑음', '스팟', '친구', '여름']",1.0,"['포토', '스팟', '맑음', '여름', '커플']",0.0,"['커플', '친구', '맑음', '여름']"
산방산둘레길,1,"['경관', '자연', '관광지', '관광', '동반']",1.0,"['관광', '동반', '관광지']",0.0,['관광']
산방산유람선,1,"['경관', '포토', '맑음', '스팟', '부모']",1.0,"['포토', '스팟', '맑음']",0.0,"['맑음', '부모']"
산방산탄산온천,1,"['경관', '자연', '휴식', '힐링', '부모', '어린이', '관광지', '관광']",0.0,"['관광', '관광지']",1.0,"['휴식', '힐링', '부모', '어린이', '관광']"
산지등대,1,"['경관', '포토', '맑음', '스팟', '친구', '일몰']",1.0,"['포토', '스팟', '맑음']",0.0,"['친구', '맑음']"
산지천갤러리,1,"['경관', '포토', '스팟', '관광지', '관광', '사계절']",1.0,"['포토', '스팟', '관광', '관광지']",0.0,['관광']
산천단곰솔,1,"['경관', '커플', '자연', '휴식', '친구', '힐링', '부모']",0.0,['커플'],1.0,"['커플', '친구', '휴식', '힐링', '부모']"
삼각봉,1,"['경관', '포토', '커플', '자연', '스팟', '친구', '부모', '사계절']",1.0,"['포토', '스팟', '커플']",1.0,"['커플', '친구', '부모']"
삼매봉,1,"['경관', '포토', '커플', '자연', '맑음', '스팟', '휴식', '친구', '힐링', '부모', '어린이', '사계절']",0.0,"['포토', '스팟', '맑음', '커플']",1.0,"['커플', '친구', '맑음', '휴식', '힐링', '부모', '어린이']"
삼양방파제,1,"['경관', '자연', '맑음', '휴식', '힐링', '해변', '여름']",0.0,"['맑음', '해변', '여름']",1.0,"['맑음', '휴식', '힐링', '여름']"
삼양해안도로,1,"['경관', '커플', '자연', '맑음', '해변']",1.0,"['맑음', '해변', '커플']",0.0,"['커플', '맑음']"
삼화훈동물병원,1,['동반'],1.0,['동반'],0.0,
상추자항,1,"['맑음', '친구']",0.0,['맑음'],1.0,"['친구', '맑음']"
상효원,1,"['맑음', '관광']",1.0,"['관광', '맑음']",1.0,"['맑음', '관광']"
새별프렌즈 (새별헤이요목장),1,"['경관', '커플', '자연', '맑음', '휴식', '친구', '힐링', '어린이', '관광', '치유']",0.0,"['관광', '맑음', '커플']",1.0,"['커플', '친구', '맑음', '휴식', '힐링', '어린이', '치유', '관광']"
새섬,1,"['경관', '포토', '자연', '맑음', '스팟']",1.0,"['포토', '스팟', '맑음']",0.0,['맑음']
새시물,1,"['경관', '자연', '휴식', '힐링']",0.0,,1.0,"['휴식', '힐링']"
새연교,1,"['경관', '포토', '커플', '맑음', '스팟', '관광', '무장애']",1.0,"['포토', '스팟', '관광', '맑음', '무장애', '커플']",0.0,"['커플', '맑음', '관광']"
생각하는정원,1,"['커플', '휴식', '힐링', '어린이', '관광지', '관광', '무장애', '동반']",1.0,"['관광', '동반', '관광지', '무장애', '커플']",1.0,"['커플', '휴식', '힐링', '어린이', '관광']"
샤이니숲길,1,"['경관', '포토', '자연', '스팟', '휴식', '힐링']",1.0,"['포토', '스팟']",1.0,"['휴식', '힐링']"
서건도,1,"['경관', '포토', '자연', '스팟', '휴식', '힐링']",1.0,"['포토', '스팟']",1.0,"['휴식', '힐링']"
서귀다원,1,"['경관', '포토', '커플', '자연', '맑음', '스팟', '휴식', '친구', '힐링', '여름']",0.0,"['포토', '스팟', '맑음', '여름', '커플']",1.0,"['커플', '친구', '맑음', '휴식', '힐링', '여름']"
서귀포 궁도장(천지정),1,"['경관', '커플', '자연', '친구']",0.0,['커플'],1.0,"['커플', '친구']"
